행정동,사용월,포함역개수,하차승객수총합,와이파이수,구,인구밀도,면적,인구
서울특별시 광진구 광장동,202407,1,374331,102,광진구,14242.67782,2.39,34040
서울특별시 광진구 광장동,202408,1,313643,102,광진구,14242.67782,2.39,34040
서울특별시 광진구 광장동,202409,1,304326,102,광진구,14242.67782,2.39,34040
서울특별시 광진구 광장동,202410,1,350130,102,광진구,14242.67782,2.39,34040
서울특별시 광진구 광장동,202411,1,352268,102,광진구,14242.67782,2.39,34040
서울특별시 광진구 광장동,202412,1,334970,102,광진구,14242.67782,2.39,34040
서울특별시 광진구 구의2동,202401,1,414476,50,광진구,18651.07914,1.39,25925
서울특별시 광진구 구의2동,202402,1,384601,50,광진구,18651.07914,1.39,25925
서울특별시 광진구 구의2동,202403,1,462082,50,광진구,18651.07914,1.39,25925
서울특별시 광진구 구의2동,202404,1,477671,50,광진구,18651.07914,1.39,25925
서울특별시 광진구 구의2동,202405,1,481659,50,광진구,18651.07914,1.39,25925
서울특별시 광진구 구의2동,202406,1,433815,50,광진구,18651.07914,1.39,25925
서울특별시 광진구 구의2동,202407,1,423505,50,광진구,18651.07914,1.39,25925
서울특별시 광진구 구의2동,202408,1,401717,50,광진구,18651.07914,1.39,25925
서울특별시 광진구 구의2동,202409,1,404927,50,광진구,18651.07914,1.39,25925
서울특별시 광진구 구의2동,202410,1,476498,50,광진구,18651.07914,1.39,25925
서울특별시 광진구 구의2동,202411,1,453377,50,광진구,18651.07914,1.39,25925
서울특별시 광진구 구의2동,202412,1,436917,50,광진구,18651.07914,1.39,25925
서울특별시 광진구 구의3동,202401,1,861016,57,광진구,27355.88235,1.02,27903
서울특별시 광진구 구의3동,202402,1,838231,57,광진구,27355.88235,1.02,27903
서울특별시 광진구 구의3동,202403,1,886649,57,광진구,27355.88235,1.02,27903
서울특별시 광진구 구의3동,202404,1,887313,57,광진구,27355.88235,1.02,27903
서울특별시 광진구 구의3동,202405,1,922858,57,광진구,27355.88235,1.02,27903
서울특별시 광진구 구의3동,202406,1,859320,57,광진구,27355.88235,1.02,27903
서울특별시 광진구 구의3동,202407,1,874589,57,광진구,27355.88235,1.02,27903
서울특별시 광진구 구의3동,202408,1,814971,57,광진구,27355.88235,1.02,27903
서울특별시 광진구 구의3동,202409,1,759224,57,광진구,27355.88235,1.02,27903
서울특별시 광진구 구의3동,202410,1,818822,57,광진구,27355.88235,1.02,27903
서울특별시 광진구 구의3동,202411,1,829487,57,광진구,27355.88235,1.02,27903
서울특별시 광진구 구의3동,202412,1,828565,57,광진구,27355.88235,1.02,27903
서울특별시 광진구 능동,202401,2,752163,73,광진구,10321.81818,1.1,11354
서울특별시 광진구 능동,202402,2,685620,73,광진구,10321.81818,1.1,11354
서울특별시 광진구 능동,202403,2,961788,73,광진구,10321.81818,1.1,11354
서울특별시 광진구 능동,202404,2,976618,73,광진구,10321.81818,1.1,11354
서울특별시 광진구 능동,202405,2,999084,73,광진구,10321.81818,1.1,11354
서울특별시 광진구 능동,202406,2,854455,73,광진구,10321.81818,1.1,11354
서울특별시 광진구 능동,202407,2,777730,73,광진구,10321.81818,1.1,11354
서울특별시 광진구 능동,202408,2,724365,73,광진구,10321.81818,1.1,11354
서울특별시 광진구 능동,202409,2,827471,73,광진구,10321.81818,1.1,11354
서울특별시 광진구 능동,202410,2,938727,73,광진구,10321.81818,1.1,11354
서울특별시 광진구 능동,202411,2,936118,73,광진구,10321.81818,1.1,11354
서울특별시 광진구 능동,202412,2,882693,73,광진구,10321.81818,1.1,11354
서울특별시 광진구 자양2동,202401,1,703642,42,광진구,14116.66667,1.68,23716
서울특별시 광진구 자양2동,202402,1,641925,42,광진구,14116.66667,1.68,23716
서울특별시 광진구 자양2동,202403,1,727816,42,광진구,14116.66667,1.68,23716
서울특별시 광진구 자양2동,202404,1,719964,42,광진구,14116.66667,1.68,23716
서울특별시 광진구 자양2동,202405,1,722637,42,광진구,14116.66667,1.68,23716
서울특별시 광진구 자양2동,202406,1,680863,42,광진구,14116.66667,1.68,23716
서울특별시 광진구 자양2동,202407,1,722668,42,광진구,14116.66667,1.68,23716
서울특별시 광진구 자양2동,202408,1,680226,42,광진구,14116.66667,1.68,23716
서울특별시 광진구 자양2동,202409,1,648271,42,광진구,14116.66667,1.68,23716
서울특별시 광진구 자양2동,202410,1,726511,42,광진구,14116.66667,1.68,23716
서울특별시 광진구 자양2동,202411,1,739420,42,광진구,14116.66667,1.68,23716
서울특별시 광진구 자양2동,202412,1,745644,42,광진구,14116.66667,1.68,23716
서울특별시 광진구 자양4동,202401,1,234172,96,광진구,20038.7931,1.16,23245
서울특별시 광진구 자양4동,202402,1,217520,96,광진구,20038.7931,1.16,23245
서울특별시 광진구 중곡3동,202401,1,300784,71,광진구,26153.33333,0.6,15692
서울특별시 광진구 중곡3동,202402,1,273636,71,광진구,26153.33333,0.6,15692
서울특별시 광진구 중곡3동,202403,1,308928,71,광진구,26153.33333,0.6,15692
서울특별시 광진구 중곡3동,202404,1,304208,71,광진구,26153.33333,0.6,15692
서울특별시 광진구 중곡3동,202405,1,309271,71,광진구,26153.33333,0.6,15692
서울특별시 광진구 중곡3동,202406,1,288980,71,광진구,26153.33333,0.6,15692
서울특별시 광진구 중곡3동,202407,1,306304,71,광진구,26153.33333,0.6,15692
서울특별시 광진구 중곡3동,202408,1,287186,71,광진구,26153.33333,0.6,15692
서울특별시 광진구 중곡3동,202409,1,277050,71,광진구,26153.33333,0.6,15692
서울특별시 광진구 중곡3동,202410,1,306311,71,광진구,26153.33333,0.6,15692
서울특별시 광진구 중곡3동,202411,1,310210,71,광진구,26153.33333,0.6,15692
서울특별시 광진구 중곡3동,202412,1,310107,71,광진구,26153.33333,0.6,15692
서울특별시 광진구 화양동,202401,1,1154938,69,광진구,23931.89655,1.16,27761
서울특별시 광진구 화양동,202402,1,1065218,69,광진구,23931.89655,1.16,27761
서울특별시 광진구 화양동,202403,1,1243763,69,광진구,23931.89655,1.16,27761
서울특별시 광진구 화양동,202404,1,1192532,69,광진구,23931.89655,1.16,27761
서울특별시 광진구 화양동,202405,1,1243946,69,광진구,23931.89655,1.16,27761
서울특별시 광진구 화양동,202406,1,1146088,69,광진구,23931.89655,1.16,27761
서울특별시 광진구 화양동,202407,1,1137320,69,광진구,23931.89655,1.16,27761
서울특별시 광진구 화양동,202408,1,1088273,69,광진구,23931.89655,1.16,27761
서울특별시 광진구 화양동,202409,1,1068919,69,광진구,23931.89655,1.16,27761
서울특별시 광진구 화양동,202410,1,1178700,69,광진구,23931.89655,1.16,27761
서울특별시 광진구 화양동,202411,1,1195515,69,광진구,23931.89655,1.16,27761
서울특별시 광진구 화양동,202412,1,1233304,69,광진구,23931.89655,1.16,27761
서울특별시 구로구 개봉1동,202401,1,615272,48,구로구,25894.65649,1.31,33922
서울특별시 구로구 개봉1동,202402,1,564729,48,구로구,25894.65649,1.31,33922
서울특별시 구로구 개봉1동,202403,1,646348,48,구로구,25894.65649,1.31,33922
서울특별시 구로구 개봉1동,202404,1,644832,48,구로구,25894.65649,1.31,33922
서울특별시 구로구 개봉1동,202405,1,660458,48,구로구,25894.65649,1.31,33922
서울특별시 구로구 개봉1동,202406,1,613241,48,구로구,25894.65649,1.31,33922
서울특별시 구로구 개봉1동,202407,1,628419,48,구로구,25894.65649,1.31,33922
서울특별시 구로구 개봉1동,202408,1,591659,48,구로구,25894.65649,1.31,33922
서울특별시 구로구 개봉1동,202409,1,584868,48,구로구,25894.65649,1.31,33922
서울특별시 구로구 개봉1동,202410,1,650234,48,구로구,25894.65649,1.31,33922
서울특별시 구로구 개봉1동,202411,1,645521,48,구로구,25894.65649,1.31,33922
서울특별시 구로구 개봉1동,202412,1,631328,48,구로구,25894.65649,1.31,33922
서울특별시 구로구 구로1동,202401,1,171035,22,구로구,20195.09804,1.02,20599
서울특별시 구로구 구로1동,202402,1,157672,22,구로구,20195.09804,1.02,20599
서울특별시 구로구 구로1동,202403,1,275826,22,구로구,20195.09804,1.02,20599
서울특별시 구로구 구로1동,202404,1,306379,22,구로구,20195.09804,1.02,20599
서울특별시 구로구 구로1동,202405,1,301785,22,구로구,20195.09804,1.02,20599
서울특별시 구로구 구로1동,202406,1,269938,22,구로구,20195.09804,1.02,20599
서울특별시 구로구 구로1동,202407,1,309045,22,구로구,20195.09804,1.02,20599
서울특별시 구로구 구로1동,202408,1,263076,22,구로구,20195.09804,1.02,20599
서울특별시 구로구 구로1동,202409,1,212717,22,구로구,20195.09804,1.02,20599
서울특별시 구로구 구로1동,202410,1,212405,22,구로구,20195.09804,1.02,20599
서울특별시 구로구 구로1동,202411,1,251370,22,구로구,20195.09804,1.02,20599
서울특별시 구로구 구로1동,202412,1,317002,22,구로구,20195.09804,1.02,20599
서울특별시 구로구 구로3동,202401,2,2100800,57,구로구,24235.29412,1.02,24720
서울특별시 구로구 구로3동,202402,2,1878500,57,구로구,24235.29412,1.02,24720
서울특별시 구로구 구로3동,202403,2,2084723,57,구로구,24235.29412,1.02,24720
서울특별시 구로구 구로3동,202404,2,2087722,57,구로구,24235.29412,1.02,24720
서울특별시 구로구 구로3동,202405,2,2090405,57,구로구,24235.29412,1.02,24720
서울특별시 구로구 구로3동,202406,2,1971890,57,구로구,24235.29412,1.02,24720
서울특별시 구로구 구로3동,202407,2,2130426,57,구로구,24235.29412,1.02,24720
서울특별시 구로구 구로3동,202408,2,1988377,57,구로구,24235.29412,1.02,24720
서울특별시 구로구 구로3동,202409,2,1868178,57,구로구,24235.29412,1.02,24720
서울특별시 구로구 구로3동,202410,2,2083011,57,구로구,24235.29412,1.02,24720
서울특별시 구로구 구로3동,202411,2,2100479,57,구로구,24235.29412,1.02,24720
서울특별시 구로구 구로3동,202412,2,2106764,57,구로구,24235.29412,1.02,24720
서울특별시 구로구 구로5동,202401,1,519342,47,구로구,30773.78641,1.03,31697
서울특별시 구로구 구로5동,202402,1,485893,47,구로구,30773.78641,1.03,31697
서울특별시 구로구 구로5동,202403,1,552540,47,구로구,30773.78641,1.03,31697
서울특별시 구로구 구로5동,202404,1,546642,47,구로구,30773.78641,1.03,31697
서울특별시 구로구 구로5동,202405,1,554855,47,구로구,30773.78641,1.03,31697
서울특별시 구로구 구로5동,202406,1,521404,47,구로구,30773.78641,1.03,31697
서울특별시 구로구 구로5동,202407,1,535513,47,구로구,30773.78641,1.03,31697
서울특별시 구로구 구로5동,202408,1,494400,47,구로구,30773.78641,1.03,31697
서울특별시 구로구 구로5동,202409,1,491971,47,구로구,30773.78641,1.03,31697
서울특별시 구로구 구로5동,202410,1,553372,47,구로구,30773.78641,1.03,31697
서울특별시 구로구 구로5동,202411,1,557490,47,구로구,30773.78641,1.03,31697
서울특별시 구로구 구로5동,202412,1,559138,47,구로구,30773.78641,1.03,31697
서울특별시 구로구 수궁동,202401,1,242634,48,구로구,8566.666667,2.67,22873
서울특별시 구로구 수궁동,202402,1,221928,48,구로구,8566.666667,2.67,22873
서울특별시 구로구 수궁동,202403,1,281149,48,구로구,8566.666667,2.67,22873
서울특별시 구로구 수궁동,202404,1,284289,48,구로구,8566.666667,2.67,22873
서울특별시 구로구 수궁동,202405,1,282802,48,구로구,8566.666667,2.67,22873
서울특별시 구로구 수궁동,202406,1,257973,48,구로구,8566.666667,2.67,22873
서울특별시 구로구 수궁동,202407,1,254017,48,구로구,8566.666667,2.67,22873
서울특별시 구로구 수궁동,202408,1,240209,48,구로구,8566.666667,2.67,22873
서울특별시 구로구 수궁동,202409,1,248598,48,구로구,8566.666667,2.67,22873
서울특별시 구로구 수궁동,202410,1,277011,48,구로구,8566.666667,2.67,22873
서울특별시 구로구 수궁동,202411,1,279528,48,구로구,8566.666667,2.67,22873
서울특별시 구로구 수궁동,202412,1,263870,48,구로구,8566.666667,2.67,22873
서울특별시 구로구 신도림동,202401,2,1474638,55,구로구,24712.2449,1.47,36327
서울특별시 구로구 신도림동,202402,2,1359950,55,구로구,24712.2449,1.47,36327
서울특별시 구로구 신도림동,202403,2,1564366,55,구로구,24712.2449,1.47,36327
서울특별시 구로구 신도림동,202404,2,1552509,55,구로구,24712.2449,1.47,36327
서울특별시 구로구 신도림동,202405,2,1559693,55,구로구,24712.2449,1.47,36327
서울특별시 구로구 신도림동,202406,2,1496262,55,구로구,24712.2449,1.47,36327
서울특별시 구로구 신도림동,202407,2,1537848,55,구로구,24712.2449,1.47,36327
서울특별시 구로구 신도림동,202408,2,1466645,55,구로구,24712.2449,1.47,36327
서울특별시 구로구 신도림동,202409,2,1397876,55,구로구,24712.2449,1.47,36327
서울특별시 구로구 신도림동,202410,2,1552410,55,구로구,24712.2449,1.47,36327
서울특별시 구로구 신도림동,202411,2,1590719,55,구로구,24712.2449,1.47,36327
서울특별시 구로구 신도림동,202412,2,1606581,55,구로구,24712.2449,1.47,36327
서울특별시 구로구 오류1동,202401,1,312015,32,구로구,39440.67797,0.59,23270
서울특별시 구로구 오류1동,202402,1,289174,32,구로구,39440.67797,0.59,23270
서울특별시 구로구 오류1동,202403,1,340609,32,구로구,39440.67797,0.59,23270
서울특별시 구로구 오류1동,202404,1,335854,32,구로구,39440.67797,0.59,23270
서울특별시 구로구 오류1동,202405,1,340878,32,구로구,39440.67797,0.59,23270
서울특별시 구로구 오류1동,202406,1,315043,32,구로구,39440.67797,0.59,23270
서울특별시 구로구 오류1동,202407,1,322897,32,구로구,39440.67797,0.59,23270
서울특별시 구로구 오류1동,202408,1,297987,32,구로구,39440.67797,0.59,23270
서울특별시 구로구 오류1동,202409,1,296377,32,구로구,39440.67797,0.59,23270
서울특별시 구로구 오류1동,202410,1,333070,32,구로구,39440.67797,0.59,23270
서울특별시 구로구 오류1동,202411,1,323485,32,구로구,39440.67797,0.59,23270
서울특별시 구로구 오류1동,202412,1,314362,32,구로구,39440.67797,0.59,23270
서울특별시 구로구 오류2동,202401,1,309767,67,구로구,11473.125,3.2,36714
서울특별시 구로구 오류2동,202402,1,281495,67,구로구,11473.125,3.2,36714
서울특별시 구로구 오류2동,202403,1,324018,67,구로구,11473.125,3.2,36714
서울특별시 구로구 오류2동,202404,1,328943,67,구로구,11473.125,3.2,36714
서울특별시 구로구 오류2동,202405,1,331829,67,구로구,11473.125,3.2,36714
서울특별시 구로구 오류2동,202406,1,309055,67,구로구,11473.125,3.2,36714
서울특별시 구로구 오류2동,202407,1,329696,67,구로구,11473.125,3.2,36714
서울특별시 구로구 오류2동,202408,1,300989,67,구로구,11473.125,3.2,36714
서울특별시 구로구 오류2동,202409,1,294714,67,구로구,11473.125,3.2,36714
서울특별시 구로구 오류2동,202410,1,325372,67,구로구,11473.125,3.2,36714
서울특별시 구로구 오류2동,202411,1,328724,67,구로구,11473.125,3.2,36714
서울특별시 구로구 오류2동,202412,1,325686,67,구로구,11473.125,3.2,36714
서울특별시 금천구 가산동,202401,2,1746371,35,금천구,10860.31746,2.52,27368
서울특별시 금천구 가산동,202402,2,1545127,35,금천구,10860.31746,2.52,27368
서울특별시 금천구 가산동,202403,2,1690952,35,금천구,10860.31746,2.52,27368
서울특별시 금천구 가산동,202404,2,1728810,35,금천구,10860.31746,2.52,27368
서울특별시 금천구 가산동,202405,2,1690620,35,금천구,10860.31746,2.52,27368
서울특별시 금천구 가산동,202406,2,1574884,35,금천구,10860.31746,2.52,27368
서울특별시 금천구 가산동,202407,2,1768555,35,금천구,10860.31746,2.52,27368
서울특별시 금천구 가산동,202408,2,1584417,35,금천구,10860.31746,2.52,27368
서울특별시 금천구 가산동,202409,2,1481466,35,금천구,10860.31746,2.52,27368
서울특별시 금천구 가산동,202410,2,1650273,35,금천구,10860.31746,2.52,27368
서울특별시 금천구 가산동,202411,2,1685504,35,금천구,10860.31746,2.52,27368
서울특별시 금천구 가산동,202412,2,1639906,35,금천구,10860.31746,2.52,27368
서울특별시 금천구 시흥1동,202401,1,323281,25,금천구,19540.35088,1.71,33414
서울특별시 금천구 시흥1동,202402,1,299824,25,금천구,19540.35088,1.71,33414
서울특별시 금천구 시흥1동,202403,1,349284,25,금천구,19540.35088,1.71,33414
서울특별시 금천구 시흥1동,202404,1,356123,25,금천구,19540.35088,1.71,33414
서울특별시 금천구 시흥1동,202405,1,360020,25,금천구,19540.35088,1.71,33414
서울특별시 금천구 시흥1동,202406,1,327681,25,금천구,19540.35088,1.71,33414
서울특별시 금천구 시흥1동,202407,1,328432,25,금천구,19540.35088,1.71,33414
서울특별시 금천구 시흥1동,202408,1,297340,25,금천구,19540.35088,1.71,33414
서울특별시 금천구 시흥1동,202409,1,298652,25,금천구,19540.35088,1.71,33414
서울특별시 금천구 시흥1동,202410,1,340561,25,금천구,19540.35088,1.71,33414
서울특별시 금천구 시흥1동,202411,1,333546,25,금천구,19540.35088,1.71,33414
서울특별시 금천구 시흥1동,202412,1,327710,25,금천구,19540.35088,1.71,33414
서울특별시 노원구 공릉1동,202401,2,516307,92,노원구,25772.34043,1.41,36339
서울특별시 노원구 공릉1동,202402,2,478350,92,노원구,25772.34043,1.41,36339
서울특별시 노원구 공릉1동,202403,2,588536,92,노원구,25772.34043,1.41,36339
서울특별시 노원구 공릉1동,202404,2,580305,92,노원구,25772.34043,1.41,36339
서울특별시 노원구 공릉1동,202405,2,660084,92,노원구,25772.34043,1.41,36339
서울특별시 노원구 공릉1동,202406,2,530994,92,노원구,25772.34043,1.41,36339
서울특별시 노원구 공릉1동,202407,2,534237,92,노원구,25772.34043,1.41,36339
서울특별시 노원구 공릉1동,202408,2,494907,92,노원구,25772.34043,1.41,36339
서울특별시 노원구 공릉1동,202409,2,513758,92,노원구,25772.34043,1.41,36339
서울특별시 노원구 공릉1동,202410,2,571869,92,노원구,25772.34043,1.41,36339
서울특별시 노원구 공릉1동,202411,2,577224,92,노원구,25772.34043,1.41,36339
서울특별시 노원구 공릉1동,202412,2,560199,92,노원구,25772.34043,1.41,36339
서울특별시 노원구 공릉2동,202401,1,257633,94,노원구,6207.771261,6.82,42337
서울특별시 노원구 공릉2동,202402,1,232732,94,노원구,6207.771261,6.82,42337
서울특별시 노원구 공릉2동,202403,1,300923,94,노원구,6207.771261,6.82,42337
서울특별시 노원구 공릉2동,202404,1,302074,94,노원구,6207.771261,6.82,42337
서울특별시 노원구 공릉2동,202405,1,314496,94,노원구,6207.771261,6.82,42337
서울특별시 노원구 공릉2동,202406,1,269882,94,노원구,6207.771261,6.82,42337
서울특별시 노원구 공릉2동,202407,1,268038,94,노원구,6207.771261,6.82,42337
서울특별시 노원구 공릉2동,202408,1,244860,94,노원구,6207.771261,6.82,42337
서울특별시 노원구 공릉2동,202409,1,261375,94,노원구,6207.771261,6.82,42337
서울특별시 노원구 공릉2동,202410,1,293424,94,노원구,6207.771261,6.82,42337
서울특별시 노원구 공릉2동,202411,1,297924,94,노원구,6207.771261,6.82,42337
서울특별시 노원구 공릉2동,202412,1,281796,94,노원구,6207.771261,6.82,42337
서울특별시 노원구 상계1동,202401,1,349994,113,노원구,6510.320285,5.62,36588
서울특별시 노원구 상계1동,202402,1,322564,113,노원구,6510.320285,5.62,36588
서울특별시 노원구 상계1동,202403,1,372738,113,노원구,6510.320285,5.62,36588
서울특별시 노원구 상계1동,202404,1,367915,113,노원구,6510.320285,5.62,36588
서울특별시 노원구 상계1동,202405,1,377774,113,노원구,6510.320285,5.62,36588
서울특별시 노원구 상계1동,202406,1,357185,113,노원구,6510.320285,5.62,36588
서울특별시 노원구 상계1동,202407,1,370974,113,노원구,6510.320285,5.62,36588
서울특별시 노원구 상계1동,202408,1,362725,113,노원구,6510.320285,5.62,36588
서울특별시 노원구 상계1동,202409,1,344836,113,노원구,6510.320285,5.62,36588
서울특별시 노원구 상계1동,202410,1,383091,113,노원구,6510.320285,5.62,36588
서울특별시 노원구 상계1동,202411,1,376029,113,노원구,6510.320285,5.62,36588
서울특별시 노원구 상계1동,202412,1,378372,113,노원구,6510.320285,5.62,36588
서울특별시 노원구 상계2동,202401,1,943260,60,노원구,31234.42623,0.61,19053
서울특별시 노원구 상계2동,202402,1,871383,60,노원구,31234.42623,0.61,19053
서울특별시 노원구 상계2동,202403,1,998841,60,노원구,31234.42623,0.61,19053
서울특별시 노원구 상계2동,202404,1,979792,60,노원구,31234.42623,0.61,19053
서울특별시 노원구 상계2동,202405,1,1027275,60,노원구,31234.42623,0.61,19053
서울특별시 노원구 상계2동,202406,1,934656,60,노원구,31234.42623,0.61,19053
서울특별시 노원구 상계2동,202407,1,960657,60,노원구,31234.42623,0.61,19053
서울특별시 노원구 상계2동,202408,1,887869,60,노원구,31234.42623,0.61,19053
서울특별시 노원구 상계2동,202409,1,687568,60,노원구,31234.42623,0.61,19053
서울특별시 노원구 상계2동,202410,1,729824,60,노원구,31234.42623,0.61,19053
서울특별시 노원구 상계2동,202411,1,727918,60,노원구,31234.42623,0.61,19053
서울특별시 노원구 상계2동,202412,1,742021,60,노원구,31234.42623,0.61,19053
서울특별시 노원구 상계3·4동,202401,1,240187,40,노원구,32591.66667,0.84,27377
서울특별시 노원구 상계3·4동,202402,1,223779,40,노원구,32591.66667,0.84,27377
서울특별시 노원구 상계3·4동,202403,1,254803,40,노원구,32591.66667,0.84,27377
서울특별시 노원구 상계3·4동,202404,1,252949,40,노원구,32591.66667,0.84,27377
서울특별시 노원구 상계3·4동,202405,1,265279,40,노원구,32591.66667,0.84,27377
서울특별시 노원구 상계3·4동,202406,1,243671,40,노원구,32591.66667,0.84,27377
서울특별시 노원구 상계3·4동,202407,1,251808,40,노원구,32591.66667,0.84,27377
서울특별시 노원구 상계3·4동,202408,1,244025,40,노원구,32591.66667,0.84,27377
서울특별시 노원구 상계3·4동,202409,1,235060,40,노원구,32591.66667,0.84,27377
서울특별시 노원구 상계3·4동,202410,1,258053,40,노원구,32591.66667,0.84,27377
서울특별시 노원구 상계3·4동,202411,1,254008,40,노원구,32591.66667,0.84,27377
서울특별시 노원구 상계3·4동,202412,1,254225,40,노원구,32591.66667,0.84,27377
서울특별시 노원구 상계5동,202401,1,514779,22,노원구,22526.73267,1.01,22752
서울특별시 노원구 상계5동,202402,1,473939,22,노원구,22526.73267,1.01,22752
서울특별시 노원구 상계5동,202403,1,544294,22,노원구,22526.73267,1.01,22752
서울특별시 노원구 상계5동,202404,1,552647,22,노원구,22526.73267,1.01,22752
서울특별시 노원구 상계5동,202405,1,554945,22,노원구,22526.73267,1.01,22752
서울특별시 노원구 상계5동,202406,1,515581,22,노원구,22526.73267,1.01,22752
서울특별시 노원구 상계5동,202407,1,534004,22,노원구,22526.73267,1.01,22752
서울특별시 노원구 상계5동,202408,1,498591,22,노원구,22526.73267,1.01,22752
서울특별시 노원구 상계5동,202409,1,501665,22,노원구,22526.73267,1.01,22752
서울특별시 노원구 상계5동,202410,1,555755,22,노원구,22526.73267,1.01,22752
서울특별시 노원구 상계5동,202411,1,556234,22,노원구,22526.73267,1.01,22752
서울특별시 노원구 상계5동,202412,1,549508,22,노원구,22526.73267,1.01,22752
서울특별시 노원구 상계9동,202401,1,346420,20,노원구,23848.14815,0.81,19317
서울특별시 노원구 상계9동,202402,1,318130,20,노원구,23848.14815,0.81,19317
서울특별시 노원구 상계9동,202403,1,361747,20,노원구,23848.14815,0.81,19317
서울특별시 노원구 상계9동,202404,1,361099,20,노원구,23848.14815,0.81,19317
서울특별시 노원구 상계9동,202405,1,371539,20,노원구,23848.14815,0.81,19317
서울특별시 노원구 상계9동,202406,1,346563,20,노원구,23848.14815,0.81,19317
서울특별시 노원구 상계9동,202407,1,365965,20,노원구,23848.14815,0.81,19317
서울특별시 노원구 상계9동,202408,1,341886,20,노원구,23848.14815,0.81,19317
서울특별시 노원구 상계9동,202409,1,337038,20,노원구,23848.14815,0.81,19317
서울특별시 노원구 상계9동,202410,1,382124,20,노원구,23848.14815,0.81,19317
서울특별시 노원구 상계9동,202411,1,384021,20,노원구,23848.14815,0.81,19317
서울특별시 노원구 상계9동,202412,1,377835,20,노원구,23848.14815,0.81,19317
서울특별시 노원구 월계1동,202401,2,574045,60,노원구,18243.10345,1.16,21162
서울특별시 노원구 월계1동,202402,2,529035,60,노원구,18243.10345,1.16,21162
서울특별시 노원구 월계1동,202403,2,674327,60,노원구,18243.10345,1.16,21162
서울특별시 노원구 월계1동,202404,2,660615,60,노원구,18243.10345,1.16,21162
서울특별시 노원구 월계1동,202405,2,679634,60,노원구,18243.10345,1.16,21162
서울특별시 노원구 월계1동,202406,2,595960,60,노원구,18243.10345,1.16,21162
서울특별시 노원구 월계1동,202407,2,596413,60,노원구,18243.10345,1.16,21162
서울특별시 노원구 월계1동,202408,2,553538,60,노원구,18243.10345,1.16,21162
서울특별시 노원구 월계1동,202409,2,591859,60,노원구,18243.10345,1.16,21162
서울특별시 노원구 월계1동,202410,2,648647,60,노원구,18243.10345,1.16,21162
서울특별시 노원구 월계1동,202411,2,658516,60,노원구,18243.10345,1.16,21162
서울특별시 노원구 월계1동,202412,2,630198,60,노원구,18243.10345,1.16,21162
서울특별시 노원구 월계2동,202401,1,106269,71,노원구,13071.64948,1.94,25359
서울특별시 노원구 월계2동,202402,1,97184,71,노원구,13071.64948,1.94,25359
서울특별시 노원구 월계2동,202403,1,114037,71,노원구,13071.64948,1.94,25359
서울특별시 노원구 월계2동,202404,1,113727,71,노원구,13071.64948,1.94,25359
서울특별시 노원구 월계2동,202405,1,116350,71,노원구,13071.64948,1.94,25359
서울특별시 노원구 월계2동,202406,1,109400,71,노원구,13071.64948,1.94,25359
서울특별시 노원구 월계2동,202407,1,114121,71,노원구,13071.64948,1.94,25359
서울특별시 노원구 월계2동,202408,1,104623,71,노원구,13071.64948,1.94,25359
서울특별시 노원구 월계2동,202409,1,103070,71,노원구,13071.64948,1.94,25359
서울특별시 노원구 월계2동,202410,1,114406,71,노원구,13071.64948,1.94,25359
서울특별시 노원구 월계2동,202411,1,112473,71,노원구,13071.64948,1.94,25359
서울특별시 노원구 월계2동,202412,1,105632,71,노원구,13071.64948,1.94,25359
서울특별시 노원구 월계3동,202401,1,168540,52,노원구,24299.1453,1.17,28430
서울특별시 노원구 월계3동,202402,1,158042,52,노원구,24299.1453,1.17,28430
서울특별시 노원구 월계3동,202403,1,215670,52,노원구,24299.1453,1.17,28430
서울특별시 노원구 월계3동,202404,1,218023,52,노원구,24299.1453,1.17,28430
서울특별시 노원구 월계3동,202405,1,220190,52,노원구,24299.1453,1.17,28430
서울특별시 노원구 월계3동,202406,1,191758,52,노원구,24299.1453,1.17,28430
서울특별시 노원구 월계3동,202407,1,178058,52,노원구,24299.1453,1.17,28430
서울특별시 노원구 월계3동,202408,1,162449,52,노원구,24299.1453,1.17,28430
서울특별시 노원구 월계3동,202409,1,187786,52,노원구,24299.1453,1.17,28430
서울특별시 노원구 월계3동,202410,1,207323,52,노원구,24299.1453,1.17,28430
서울특별시 노원구 월계3동,202411,1,205096,52,노원구,24299.1453,1.17,28430
서울특별시 노원구 월계3동,202412,1,186712,52,노원구,24299.1453,1.17,28430
서울특별시 노원구 중계2·3동,202401,1,380678,131,노원구,35826.66667,0.9,32244
서울특별시 노원구 중계2·3동,202402,1,346494,131,노원구,35826.66667,0.9,32244
서울특별시 노원구 중계2·3동,202403,1,411896,131,노원구,35826.66667,0.9,32244
서울특별시 노원구 중계2·3동,202404,1,409750,131,노원구,35826.66667,0.9,32244
서울특별시 노원구 중계2·3동,202405,1,421223,131,노원구,35826.66667,0.9,32244
서울특별시 노원구 중계2·3동,202406,1,386326,131,노원구,35826.66667,0.9,32244
서울특별시 노원구 중계2·3동,202407,1,397599,131,노원구,35826.66667,0.9,32244
서울특별시 노원구 중계2·3동,202408,1,361259,131,노원구,35826.66667,0.9,32244
서울특별시 노원구 중계2·3동,202409,1,365140,131,노원구,35826.66667,0.9,32244
서울특별시 노원구 중계2·3동,202410,1,412682,131,노원구,35826.66667,0.9,32244
