행정동,사용월,포함역개수,하차승객수총합,와이파이수,구,인구밀도,면적,인구
서울특별시 마포구 합정동,202410,1,1091061,21,마포구,9700.591716,1.69,16394
서울특별시 마포구 합정동,202411,1,1085042,21,마포구,9700.591716,1.69,16394
서울특별시 마포구 합정동,202412,1,1117828,21,마포구,9700.591716,1.69,16394
서울특별시 서대문구 신촌동,202401,1,1114486,11,서대문구,10453.61217,2.63,27493
서울특별시 서대문구 신촌동,202402,1,1011933,11,서대문구,10453.61217,2.63,27493
서울특별시 서대문구 신촌동,202403,1,1249664,11,서대문구,10453.61217,2.63,27493
서울특별시 서대문구 신촌동,202404,1,1193118,11,서대문구,10453.61217,2.63,27493
서울특별시 서대문구 신촌동,202405,1,1276638,11,서대문구,10453.61217,2.63,27493
서울특별시 서대문구 신촌동,202406,1,1131791,11,서대문구,10453.61217,2.63,27493
서울특별시 서대문구 신촌동,202407,1,1163481,11,서대문구,10453.61217,2.63,27493
서울특별시 서대문구 신촌동,202408,1,1090014,11,서대문구,10453.61217,2.63,27493
서울특별시 서대문구 신촌동,202409,1,1103622,11,서대문구,10453.61217,2.63,27493
서울특별시 서대문구 신촌동,202410,1,1213111,11,서대문구,10453.61217,2.63,27493
서울특별시 서대문구 신촌동,202411,1,1225070,11,서대문구,10453.61217,2.63,27493
서울특별시 서대문구 신촌동,202412,1,1225975,11,서대문구,10453.61217,2.63,27493
서울특별시 서대문구 천연동,202401,1,216513,30,서대문구,17243.29897,0.97,16726
서울특별시 서대문구 천연동,202402,1,205258,30,서대문구,17243.29897,0.97,16726
서울특별시 서대문구 천연동,202403,1,259442,30,서대문구,17243.29897,0.97,16726
서울특별시 서대문구 천연동,202404,1,253296,30,서대문구,17243.29897,0.97,16726
서울특별시 서대문구 천연동,202405,1,262509,30,서대문구,17243.29897,0.97,16726
서울특별시 서대문구 천연동,202406,1,238061,30,서대문구,17243.29897,0.97,16726
서울특별시 서대문구 천연동,202407,1,227401,30,서대문구,17243.29897,0.97,16726
서울특별시 서대문구 천연동,202408,1,219437,30,서대문구,17243.29897,0.97,16726
서울특별시 서대문구 천연동,202409,1,224869,30,서대문구,17243.29897,0.97,16726
서울특별시 서대문구 천연동,202410,1,272108,30,서대문구,17243.29897,0.97,16726
서울특별시 서대문구 천연동,202411,1,258451,30,서대문구,17243.29897,0.97,16726
서울특별시 서대문구 천연동,202412,1,238697,30,서대문구,17243.29897,0.97,16726
서울특별시 서대문구 충현동,202401,2,870360,6,서대문구,17793.75,1.12,19929
서울특별시 서대문구 충현동,202402,2,774543,6,서대문구,17793.75,1.12,19929
서울특별시 서대문구 충현동,202403,2,887994,6,서대문구,17793.75,1.12,19929
서울특별시 서대문구 충현동,202404,2,892129,6,서대문구,17793.75,1.12,19929
서울특별시 서대문구 충현동,202405,2,893242,6,서대문구,17793.75,1.12,19929
서울특별시 서대문구 충현동,202406,2,826217,6,서대문구,17793.75,1.12,19929
서울특별시 서대문구 충현동,202407,2,900000,6,서대문구,17793.75,1.12,19929
서울특별시 서대문구 충현동,202408,2,814349,6,서대문구,17793.75,1.12,19929
서울특별시 서대문구 충현동,202409,2,786134,6,서대문구,17793.75,1.12,19929
서울특별시 서대문구 충현동,202410,2,885365,6,서대문구,17793.75,1.12,19929
서울특별시 서대문구 충현동,202411,2,916322,6,서대문구,17793.75,1.12,19929
서울특별시 서대문구 충현동,202412,2,909795,6,서대문구,17793.75,1.12,19929
서울특별시 서대문구 홍제1동,202401,2,619722,8,서대문구,20182.92683,1.23,24825
서울특별시 서대문구 홍제1동,202402,2,569724,8,서대문구,20182.92683,1.23,24825
서울특별시 서대문구 홍제1동,202403,2,670087,8,서대문구,20182.92683,1.23,24825
서울특별시 서대문구 홍제1동,202404,2,668838,8,서대문구,20182.92683,1.23,24825
서울특별시 서대문구 홍제1동,202405,2,678671,8,서대문구,20182.92683,1.23,24825
서울특별시 서대문구 홍제1동,202406,2,618188,8,서대문구,20182.92683,1.23,24825
서울특별시 서대문구 홍제1동,202407,2,632268,8,서대문구,20182.92683,1.23,24825
서울특별시 서대문구 홍제1동,202408,2,588354,8,서대문구,20182.92683,1.23,24825
서울특별시 서대문구 홍제1동,202409,2,588190,8,서대문구,20182.92683,1.23,24825
서울특별시 서대문구 홍제1동,202410,2,661489,8,서대문구,20182.92683,1.23,24825
서울특별시 서대문구 홍제1동,202411,2,657132,8,서대문구,20182.92683,1.23,24825
서울특별시 서대문구 홍제1동,202412,2,642563,8,서대문구,20182.92683,1.23,24825
서울특별시 서초구 반포1동,202401,2,284355,25,서초구,34144,1,34144
서울특별시 서초구 반포1동,202402,2,259047,25,서초구,34144,1,34144
서울특별시 서초구 반포1동,202403,2,298114,25,서초구,34144,1,34144
서울특별시 서초구 반포1동,202404,2,298458,25,서초구,34144,1,34144
서울특별시 서초구 반포1동,202405,2,308217,25,서초구,34144,1,34144
서울특별시 서초구 반포1동,202406,2,286371,25,서초구,34144,1,34144
서울특별시 서초구 반포1동,202407,2,303366,25,서초구,34144,1,34144
서울특별시 서초구 반포1동,202408,2,284535,25,서초구,34144,1,34144
서울특별시 서초구 반포1동,202409,2,271430,25,서초구,34144,1,34144
서울특별시 서초구 반포1동,202410,2,301003,25,서초구,34144,1,34144
서울특별시 서초구 반포1동,202411,2,304255,25,서초구,34144,1,34144
서울특별시 서초구 반포1동,202412,2,304878,25,서초구,34144,1,34144
서울특별시 서초구 반포2동,202401,1,114216,36,서초구,19705.92593,1.35,26603
서울특별시 서초구 반포2동,202402,1,102934,36,서초구,19705.92593,1.35,26603
서울특별시 서초구 반포2동,202403,1,125326,36,서초구,19705.92593,1.35,26603
서울특별시 서초구 반포2동,202404,1,132605,36,서초구,19705.92593,1.35,26603
서울특별시 서초구 반포2동,202405,1,135611,36,서초구,19705.92593,1.35,26603
서울특별시 서초구 반포2동,202406,1,122584,36,서초구,19705.92593,1.35,26603
서울특별시 서초구 반포2동,202407,1,121619,36,서초구,19705.92593,1.35,26603
서울특별시 서초구 반포2동,202408,1,116593,36,서초구,19705.92593,1.35,26603
서울특별시 서초구 반포2동,202409,1,118814,36,서초구,19705.92593,1.35,26603
서울특별시 서초구 반포2동,202410,1,135159,36,서초구,19705.92593,1.35,26603
서울특별시 서초구 반포2동,202411,1,131152,36,서초구,19705.92593,1.35,26603
서울특별시 서초구 반포2동,202412,1,127309,36,서초구,19705.92593,1.35,26603
서울특별시 서초구 반포4동,202401,1,1339840,41,서초구,13453.14685,1.43,19238
서울특별시 서초구 반포4동,202402,1,1378071,41,서초구,13453.14685,1.43,19238
서울특별시 서초구 반포4동,202403,1,1479122,41,서초구,13453.14685,1.43,19238
서울특별시 서초구 반포4동,202404,1,1417613,41,서초구,13453.14685,1.43,19238
서울특별시 서초구 반포4동,202405,1,1535610,41,서초구,13453.14685,1.43,19238
서울특별시 서초구 반포4동,202406,1,1438652,41,서초구,13453.14685,1.43,19238
서울특별시 서초구 반포4동,202407,1,1448098,41,서초구,13453.14685,1.43,19238
서울특별시 서초구 반포4동,202408,1,1459542,41,서초구,13453.14685,1.43,19238
서울특별시 서초구 반포4동,202409,1,1402996,41,서초구,13453.14685,1.43,19238
서울특별시 서초구 반포4동,202410,1,1484920,41,서초구,13453.14685,1.43,19238
서울특별시 서초구 반포4동,202411,1,1516980,41,서초구,13453.14685,1.43,19238
서울특별시 서초구 반포4동,202412,1,1605872,41,서초구,13453.14685,1.43,19238
서울특별시 서초구 반포본동,202401,1,33715,12,서초구,232.6732673,1.01,235
서울특별시 서초구 반포본동,202402,1,29922,12,서초구,232.6732673,1.01,235
서울특별시 서초구 반포본동,202403,1,35475,12,서초구,232.6732673,1.01,235
서울특별시 서초구 반포본동,202404,1,37260,12,서초구,232.6732673,1.01,235
서울특별시 서초구 반포본동,202405,1,39008,12,서초구,232.6732673,1.01,235
서울특별시 서초구 반포본동,202406,1,34838,12,서초구,232.6732673,1.01,235
서울특별시 서초구 반포본동,202407,1,37313,12,서초구,232.6732673,1.01,235
서울특별시 서초구 반포본동,202408,1,33185,12,서초구,232.6732673,1.01,235
서울특별시 서초구 반포본동,202409,1,33996,12,서초구,232.6732673,1.01,235
서울특별시 서초구 반포본동,202410,1,38548,12,서초구,232.6732673,1.01,235
서울특별시 서초구 반포본동,202411,1,38873,12,서초구,232.6732673,1.01,235
서울특별시 서초구 반포본동,202412,1,42616,12,서초구,232.6732673,1.01,235
서울특별시 서초구 방배1동,202401,2,874594,13,서초구,23671.42857,0.7,16570
서울특별시 서초구 방배1동,202402,2,781125,13,서초구,23671.42857,0.7,16570
서울특별시 서초구 방배1동,202403,2,967686,13,서초구,23671.42857,0.7,16570
서울특별시 서초구 방배1동,202404,2,969893,13,서초구,23671.42857,0.7,16570
서울특별시 서초구 방배1동,202405,2,972672,13,서초구,23671.42857,0.7,16570
서울특별시 서초구 방배1동,202406,2,893060,13,서초구,23671.42857,0.7,16570
서울특별시 서초구 방배1동,202407,2,899542,13,서초구,23671.42857,0.7,16570
서울특별시 서초구 방배1동,202408,2,827755,13,서초구,23671.42857,0.7,16570
서울특별시 서초구 방배1동,202409,2,850828,13,서초구,23671.42857,0.7,16570
서울특별시 서초구 방배1동,202410,2,945306,13,서초구,23671.42857,0.7,16570
서울특별시 서초구 방배1동,202411,2,969562,13,서초구,23671.42857,0.7,16570
서울특별시 서초구 방배1동,202412,2,946856,13,서초구,23671.42857,0.7,16570
서울특별시 서초구 방배2동,202401,1,32283,48,서초구,9324.870466,1.93,17997
서울특별시 서초구 방배2동,202402,1,30763,48,서초구,9324.870466,1.93,17997
서울특별시 서초구 방배2동,202403,1,36274,48,서초구,9324.870466,1.93,17997
서울특별시 서초구 방배2동,202404,1,35815,48,서초구,9324.870466,1.93,17997
서울특별시 서초구 방배2동,202405,1,37033,48,서초구,9324.870466,1.93,17997
서울특별시 서초구 방배2동,202406,1,33874,48,서초구,9324.870466,1.93,17997
서울특별시 서초구 방배2동,202407,1,35283,48,서초구,9324.870466,1.93,17997
서울특별시 서초구 방배2동,202408,1,33593,48,서초구,9324.870466,1.93,17997
서울특별시 서초구 방배2동,202409,1,31374,48,서초구,9324.870466,1.93,17997
서울특별시 서초구 방배2동,202410,1,35300,48,서초구,9324.870466,1.93,17997
서울특별시 서초구 방배2동,202411,1,37126,48,서초구,9324.870466,1.93,17997
서울특별시 서초구 방배2동,202412,1,52043,48,서초구,9324.870466,1.93,17997
서울특별시 서초구 서초1동,202401,1,1046990,52,서초구,14371.83099,1.42,20408
서울특별시 서초구 서초1동,202402,1,924816,52,서초구,14371.83099,1.42,20408
서울특별시 서초구 서초1동,202403,1,1067906,52,서초구,14371.83099,1.42,20408
서울특별시 서초구 서초1동,202404,1,1074875,52,서초구,14371.83099,1.42,20408
서울특별시 서초구 서초1동,202405,1,1070297,52,서초구,14371.83099,1.42,20408
서울특별시 서초구 서초1동,202406,1,1012409,52,서초구,14371.83099,1.42,20408
서울특별시 서초구 서초1동,202407,1,1091647,52,서초구,14371.83099,1.42,20408
서울특별시 서초구 서초1동,202408,1,985125,52,서초구,14371.83099,1.42,20408
서울특별시 서초구 서초1동,202409,1,942059,52,서초구,14371.83099,1.42,20408
서울특별시 서초구 서초1동,202410,1,1053756,52,서초구,14371.83099,1.42,20408
서울특별시 서초구 서초1동,202411,1,1085763,52,서초구,14371.83099,1.42,20408
서울특별시 서초구 서초1동,202412,1,1089015,52,서초구,14371.83099,1.42,20408
서울특별시 서초구 서초2동,202401,1,2335555,128,서초구,20265.32258,1.24,25129
서울특별시 서초구 서초2동,202402,1,2095422,128,서초구,20265.32258,1.24,25129
서울특별시 서초구 서초2동,202403,1,2307595,128,서초구,20265.32258,1.24,25129
서울특별시 서초구 서초2동,202404,1,2263010,128,서초구,20265.32258,1.24,25129
서울특별시 서초구 서초2동,202405,1,2280130,128,서초구,20265.32258,1.24,25129
서울특별시 서초구 서초2동,202406,1,2166080,128,서초구,20265.32258,1.24,25129
서울특별시 서초구 서초2동,202407,1,2417387,128,서초구,20265.32258,1.24,25129
서울특별시 서초구 서초2동,202408,1,2261628,128,서초구,20265.32258,1.24,25129
서울특별시 서초구 서초2동,202409,1,2033832,128,서초구,20265.32258,1.24,25129
서울특별시 서초구 서초2동,202410,1,2243359,128,서초구,20265.32258,1.24,25129
서울특별시 서초구 서초2동,202411,1,2282199,128,서초구,20265.32258,1.24,25129
서울특별시 서초구 서초2동,202412,1,2352238,128,서초구,20265.32258,1.24,25129
서울특별시 서초구 서초3동,202401,2,1489469,64,서초구,11047.78157,2.93,32370
서울특별시 서초구 서초3동,202402,2,1376209,64,서초구,11047.78157,2.93,32370
서울특별시 서초구 서초3동,202403,2,1523527,64,서초구,11047.78157,2.93,32370
서울특별시 서초구 서초3동,202404,2,1496483,64,서초구,11047.78157,2.93,32370
서울특별시 서초구 서초3동,202405,2,1519808,64,서초구,11047.78157,2.93,32370
서울특별시 서초구 서초3동,202406,2,1456090,64,서초구,11047.78157,2.93,32370
서울특별시 서초구 서초3동,202407,2,1531627,64,서초구,11047.78157,2.93,32370
서울특별시 서초구 서초3동,202408,2,1436301,64,서초구,11047.78157,2.93,32370
서울특별시 서초구 서초3동,202409,2,1398780,64,서초구,11047.78157,2.93,32370
서울특별시 서초구 서초3동,202410,2,1532664,64,서초구,11047.78157,2.93,32370
서울특별시 서초구 서초3동,202411,2,1593577,64,서초구,11047.78157,2.93,32370
서울특별시 서초구 서초3동,202412,2,1626380,64,서초구,11047.78157,2.93,32370
서울특별시 서초구 양재1동,202401,1,1152832,99,서초구,7207.465278,5.76,41515
서울특별시 서초구 양재1동,202402,1,1032512,99,서초구,7207.465278,5.76,41515
서울특별시 서초구 양재1동,202403,1,1174079,99,서초구,7207.465278,5.76,41515
서울특별시 서초구 양재1동,202404,1,1189841,99,서초구,7207.465278,5.76,41515
서울특별시 서초구 양재1동,202405,1,1178196,99,서초구,7207.465278,5.76,41515
서울특별시 서초구 양재1동,202406,1,1102380,99,서초구,7207.465278,5.76,41515
서울특별시 서초구 양재1동,202407,1,1164384,99,서초구,7207.465278,5.76,41515
서울특별시 서초구 양재1동,202408,1,1060767,99,서초구,7207.465278,5.76,41515
서울특별시 서초구 양재1동,202409,1,1007895,99,서초구,7207.465278,5.76,41515
서울특별시 서초구 양재1동,202410,1,1132021,99,서초구,7207.465278,5.76,41515
서울특별시 서초구 양재1동,202411,1,1170048,99,서초구,7207.465278,5.76,41515
서울특별시 서초구 양재1동,202412,1,1166145,99,서초구,7207.465278,5.76,41515
서울특별시 서초구 잠원동,202401,1,135706,31,서초구,15317.04545,1.76,26958
서울특별시 서초구 잠원동,202402,1,123980,31,서초구,15317.04545,1.76,26958
서울특별시 서초구 잠원동,202403,1,147707,31,서초구,15317.04545,1.76,26958
서울특별시 서초구 잠원동,202404,1,148724,31,서초구,15317.04545,1.76,26958
서울특별시 서초구 잠원동,202405,1,148497,31,서초구,15317.04545,1.76,26958
서울특별시 서초구 잠원동,202406,1,139681,31,서초구,15317.04545,1.76,26958
서울특별시 서초구 잠원동,202407,1,146124,31,서초구,15317.04545,1.76,26958
서울특별시 서초구 잠원동,202408,1,137036,31,서초구,15317.04545,1.76,26958
서울특별시 서초구 잠원동,202409,1,130842,31,서초구,15317.04545,1.76,26958
서울특별시 서초구 잠원동,202410,1,149245,31,서초구,15317.04545,1.76,26958
서울특별시 서초구 잠원동,202411,1,150639,31,서초구,15317.04545,1.76,26958
서울특별시 서초구 잠원동,202412,1,147736,31,서초구,15317.04545,1.76,26958
서울특별시 성동구 금호2·3가동,202401,1,192968,46,성동구,34082.8125,0.64,21813
서울특별시 성동구 금호2·3가동,202402,1,177114,46,성동구,34082.8125,0.64,21813
서울특별시 성동구 금호2·3가동,202403,1,208418,46,성동구,34082.8125,0.64,21813
서울특별시 성동구 금호2·3가동,202404,1,207610,46,성동구,34082.8125,0.64,21813
서울특별시 성동구 금호2·3가동,202405,1,209253,46,성동구,34082.8125,0.64,21813
서울특별시 성동구 금호2·3가동,202406,1,194959,46,성동구,34082.8125,0.64,21813
서울특별시 성동구 금호2·3가동,202407,1,203351,46,성동구,34082.8125,0.64,21813
서울특별시 성동구 금호2·3가동,202408,1,187474,46,성동구,34082.8125,0.64,21813
서울특별시 성동구 금호2·3가동,202409,1,185544,46,성동구,34082.8125,0.64,21813
서울특별시 성동구 금호2·3가동,202410,1,205187,46,성동구,34082.8125,0.64,21813
서울특별시 성동구 금호2·3가동,202411,1,205688,46,성동구,34082.8125,0.64,21813
서울특별시 성동구 금호2·3가동,202412,1,203179,46,성동구,34082.8125,0.64,21813
서울특별시 성동구 금호4가동,202401,1,219674,29,성동구,16946.42857,0.84,14235
서울특별시 성동구 금호4가동,202402,1,203375,29,성동구,16946.42857,0.84,14235
서울특별시 성동구 금호4가동,202403,1,228599,29,성동구,16946.42857,0.84,14235
서울특별시 성동구 금호4가동,202404,1,223928,29,성동구,16946.42857,0.84,14235
서울특별시 성동구 금호4가동,202405,1,227260,29,성동구,16946.42857,0.84,14235
서울특별시 성동구 금호4가동,202406,1,212796,29,성동구,16946.42857,0.84,14235
서울특별시 성동구 금호4가동,202407,1,224808,29,성동구,16946.42857,0.84,14235
서울특별시 성동구 금호4가동,202408,1,209555,29,성동구,16946.42857,0.84,14235
서울특별시 성동구 금호4가동,202409,1,204493,29,성동구,16946.42857,0.84,14235
서울특별시 성동구 금호4가동,202410,1,227894,29,성동구,16946.42857,0.84,14235
서울특별시 성동구 금호4가동,202411,1,229134,29,성동구,16946.42857,0.84,14235
서울특별시 성동구 금호4가동,202412,1,230492,29,성동구,16946.42857,0.84,14235
서울특별시 성동구 마장동,202401,1,160305,94,성동구,21022.85714,1.05,22074
서울특별시 성동구 마장동,202402,1,147739,94,성동구,21022.85714,1.05,22074
서울특별시 성동구 마장동,202403,1,173817,94,성동구,21022.85714,1.05,22074
서울특별시 성동구 마장동,202404,1,171228,94,성동구,21022.85714,1.05,22074
서울특별시 성동구 마장동,202405,1,170834,94,성동구,21022.85714,1.05,22074
서울특별시 성동구 마장동,202406,1,157087,94,성동구,21022.85714,1.05,22074
서울특별시 성동구 마장동,202407,1,160138,94,성동구,21022.85714,1.05,22074
서울특별시 성동구 마장동,202408,1,150271,94,성동구,21022.85714,1.05,22074
서울특별시 성동구 마장동,202409,1,154334,94,성동구,21022.85714,1.05,22074
서울특별시 성동구 마장동,202410,1,168018,94,성동구,21022.85714,1.05,22074
서울특별시 성동구 마장동,202411,1,170828,94,성동구,21022.85714,1.05,22074
서울특별시 성동구 마장동,202412,1,173548,94,성동구,21022.85714,1.05,22074
서울특별시 성동구 사근동,202401,1,247004,47,성동구,12849.09091,1.1,14134
서울특별시 성동구 사근동,202402,1,209533,47,성동구,12849.09091,1.1,14134
서울특별시 성동구 사근동,202403,1,448690,47,성동구,12849.09091,1.1,14134
서울특별시 성동구 사근동,202404,1,444495,47,성동구,12849.09091,1.1,14134
서울특별시 성동구 사근동,202405,1,451282,47,성동구,12849.09091,1.1,14134
서울특별시 성동구 사근동,202406,1,346226,47,성동구,12849.09091,1.1,14134
서울특별시 성동구 사근동,202407,1,270068,47,성동구,12849.09091,1.1,14134
서울특별시 성동구 사근동,202408,1,223024,47,성동구,12849.09091,1.1,14134
서울특별시 성동구 사근동,202409,1,380230,47,성동구,12849.09091,1.1,14134
서울특별시 성동구 사근동,202410,1,410142,47,성동구,12849.09091,1.1,14134
서울특별시 성동구 사근동,202411,1,427679,47,성동구,12849.09091,1.1,14134
서울특별시 성동구 사근동,202412,1,347998,47,성동구,12849.09091,1.1,14134
서울특별시 성동구 성수1가1동,202401,1,357381,91,성동구,7868.527919,1.97,15501
서울특별시 성동구 성수1가1동,202402,1,334519,91,성동구,7868.527919,1.97,15501
서울특별시 성동구 성수1가1동,202403,1,409912,91,성동구,7868.527919,1.97,15501
서울특별시 성동구 성수1가1동,202404,1,539896,91,성동구,7868.527919,1.97,15501
서울특별시 성동구 성수1가1동,202405,1,437822,91,성동구,7868.527919,1.97,15501
서울특별시 성동구 성수1가1동,202406,1,390175,91,성동구,7868.527919,1.97,15501
서울특별시 성동구 성수1가1동,202407,1,377691,91,성동구,7868.527919,1.97,15501
서울특별시 성동구 성수1가1동,202408,1,353411,91,성동구,7868.527919,1.97,15501
서울특별시 성동구 성수1가1동,202409,1,348475,91,성동구,7868.527919,1.97,15501
서울특별시 성동구 성수1가1동,202410,1,437691,91,성동구,7868.527919,1.97,15501
서울특별시 성동구 성수1가1동,202411,1,419743,91,성동구,7868.527919,1.97,15501
서울특별시 성동구 성수1가1동,202412,1,357191,91,성동구,7868.527919,1.97,15501
서울특별시 성동구 성수1가2동,202401,1,734836,53,성동구,13401.1236,0.89,11927
서울특별시 성동구 성수1가2동,202402,1,660866,53,성동구,13401.1236,0.89,11927
서울특별시 성동구 성수1가2동,202403,1,767980,53,성동구,13401.1236,0.89,11927
서울특별시 성동구 성수1가2동,202404,1,811926,53,성동구,13401.1236,0.89,11927
서울특별시 성동구 성수1가2동,202405,1,781016,53,성동구,13401.1236,0.89,11927
서울특별시 성동구 성수1가2동,202406,1,730098,53,성동구,13401.1236,0.89,11927
서울특별시 성동구 성수1가2동,202407,1,764300,53,성동구,13401.1236,0.89,11927
서울특별시 성동구 성수1가2동,202408,1,716715,53,성동구,13401.1236,0.89,11927
서울특별시 성동구 성수1가2동,202409,1,684130,53,성동구,13401.1236,0.89,11927
서울특별시 성동구 성수1가2동,202410,1,807365,53,성동구,13401.1236,0.89,11927
서울특별시 성동구 성수1가2동,202411,1,797111,53,성동구,13401.1236,0.89,11927
서울특별시 성동구 성수1가2동,202412,1,787304,53,성동구,13401.1236,0.89,11927
서울특별시 성동구 성수2가3동,202401,1,1293838,64,성동구,9596.116505,1.03,9884
서울특별시 성동구 성수2가3동,202402,1,1227591,64,성동구,9596.116505,1.03,9884
서울특별시 성동구 성수2가3동,202403,1,1395167,64,성동구,9596.116505,1.03,9884
서울특별시 성동구 성수2가3동,202404,1,1403734,64,성동구,9596.116505,1.03,9884
서울특별시 성동구 성수2가3동,202405,1,1427427,64,성동구,9596.116505,1.03,9884
서울특별시 성동구 성수2가3동,202406,1,1340519,64,성동구,9596.116505,1.03,9884
서울특별시 성동구 성수2가3동,202407,1,1424947,64,성동구,9596.116505,1.03,9884
서울특별시 성동구 성수2가3동,202408,1,1332588,64,성동구,9596.116505,1.03,9884
서울특별시 성동구 성수2가3동,202409,1,1310117,64,성동구,9596.116505,1.03,9884
서울특별시 성동구 성수2가3동,202410,1,1537165,64,성동구,9596.116505,1.03,9884
서울특별시 성동구 성수2가3동,202411,1,1516370,64,성동구,9596.116505,1.03,9884
서울특별시 성동구 성수2가3동,202412,1,1594692,64,성동구,9596.116505,1.03,9884
서울특별시 성동구 옥수동,202401,1,263928,32,성동구,13169.07216,1.94,25548
서울특별시 성동구 옥수동,202402,1,243316,32,성동구,13169.07216,1.94,25548
서울특별시 성동구 옥수동,202403,1,280445,32,성동구,13169.07216,1.94,25548
서울특별시 성동구 옥수동,202404,1,281154,32,성동구,13169.07216,1.94,25548
서울특별시 성동구 옥수동,202405,1,284345,32,성동구,13169.07216,1.94,25548
서울특별시 성동구 옥수동,202406,1,266584,32,성동구,13169.07216,1.94,25548
서울특별시 성동구 옥수동,202407,1,272272,32,성동구,13169.07216,1.94,25548
서울특별시 성동구 옥수동,202408,1,254788,32,성동구,13169.07216,1.94,25548
서울특별시 성동구 옥수동,202409,1,250683,32,성동구,13169.07216,1.94,25548
서울특별시 성동구 옥수동,202410,1,284094,32,성동구,13169.07216,1.94,25548
서울특별시 성동구 옥수동,202411,1,281941,32,성동구,13169.07216,1.94,25548
서울특별시 성동구 옥수동,202412,1,277018,32,성동구,13169.07216,1.94,25548
서울특별시 성동구 왕십리도선동,202401,1,406490,83,성동구,36866.66667,0.72,26544
서울특별시 성동구 왕십리도선동,202402,1,366780,83,성동구,36866.66667,0.72,26544
서울특별시 성동구 왕십리도선동,202403,1,427997,83,성동구,36866.66667,0.72,26544
서울특별시 성동구 왕십리도선동,202404,1,422515,83,성동구,36866.66667,0.72,26544
서울특별시 성동구 왕십리도선동,202405,1,428227,83,성동구,36866.66667,0.72,26544
서울특별시 성동구 왕십리도선동,202406,1,400626,83,성동구,36866.66667,0.72,26544
서울특별시 성동구 왕십리도선동,202407,1,428659,83,성동구,36866.66667,0.72,26544
서울특별시 성동구 왕십리도선동,202408,1,397294,83,성동구,36866.66667,0.72,26544
서울특별시 성동구 왕십리도선동,202409,1,382875,83,성동구,36866.66667,0.72,26544
서울특별시 성동구 왕십리도선동,202410,1,420968,83,성동구,36866.66667,0.72,26544
서울특별시 성동구 왕십리도선동,202411,1,427880,83,성동구,36866.66667,0.72,26544
서울특별시 성동구 왕십리도선동,202412,1,427589,83,성동구,36866.66667,0.72,26544
서울특별시 성동구 용답동,202401,3,559033,66,성동구,5646.753247,2.31,13044
서울특별시 성동구 용답동,202402,3,501962,66,성동구,5646.753247,2.31,13044
서울특별시 성동구 용답동,202403,3,595036,66,성동구,5646.753247,2.31,13044
서울특별시 성동구 용답동,202404,3,579993,66,성동구,5646.753247,2.31,13044
서울특별시 성동구 용답동,202405,3,582867,66,성동구,5646.753247,2.31,13044
서울특별시 성동구 용답동,202406,3,543613,66,성동구,5646.753247,2.31,13044
서울특별시 성동구 용답동,202407,3,568700,66,성동구,5646.753247,2.31,13044
서울특별시 성동구 용답동,202408,3,526307,66,성동구,5646.753247,2.31,13044
서울특별시 성동구 용답동,202409,3,517103,66,성동구,5646.753247,2.31,13044
서울특별시 성동구 용답동,202410,3,577490,66,성동구,5646.753247,2.31,13044
서울특별시 성동구 용답동,202411,3,582522,66,성동구,5646.753247,2.31,13044
서울특별시 성동구 용답동,202412,3,579547,66,성동구,5646.753247,2.31,13044
서울특별시 성동구 응봉동,202401,1,47625,17,성동구,25961.40351,0.57,14798
서울특별시 성동구 응봉동,202402,1,43280,17,성동구,25961.40351,0.57,14798
서울특별시 성동구 응봉동,202403,1,63228,17,성동구,25961.40351,0.57,14798
서울특별시 성동구 응봉동,202404,1,59987,17,성동구,25961.40351,0.57,14798
서울특별시 성동구 응봉동,202405,1,52934,17,성동구,25961.40351,0.57,14798
서울특별시 성동구 응봉동,202406,1,48375,17,성동구,25961.40351,0.57,14798
서울특별시 성동구 응봉동,202407,1,47736,17,성동구,25961.40351,0.57,14798
서울특별시 성동구 응봉동,202408,1,43478,17,성동구,25961.40351,0.57,14798
서울특별시 성동구 응봉동,202409,1,43883,17,성동구,25961.40351,0.57,14798
서울특별시 성동구 응봉동,202410,1,49808,17,성동구,25961.40351,0.57,14798
서울특별시 성동구 응봉동,202411,1,47256,17,성동구,25961.40351,0.57,14798
서울특별시 성동구 응봉동,202412,1,42443,17,성동구,25961.40351,0.57,14798
서울특별시 성동구 행당1동,202401,1,405546,163,성동구,23783.05085,0.59,14032
서울특별시 성동구 행당1동,202402,1,381247,163,성동구,23783.05085,0.59,14032
서울특별시 성동구 행당1동,202403,1,456740,163,성동구,23783.05085,0.59,14032
서울특별시 성동구 행당1동,202404,1,435383,163,성동구,23783.05085,0.59,14032
서울특별시 성동구 행당1동,202405,1,450267,163,성동구,23783.05085,0.59,14032
서울특별시 성동구 행당1동,202406,1,416656,163,성동구,23783.05085,0.59,14032
서울특별시 성동구 행당1동,202407,1,428581,163,성동구,23783.05085,0.59,14032
서울특별시 성동구 행당1동,202408,1,407106,163,성동구,23783.05085,0.59,14032
서울특별시 성동구 행당1동,202409,1,393587,163,성동구,23783.05085,0.59,14032
서울특별시 성동구 행당1동,202410,1,430195,163,성동구,23783.05085,0.59,14032
서울특별시 성동구 행당1동,202411,1,442861,163,성동구,23783.05085,0.59,14032
서울특별시 성동구 행당1동,202412,1,452030,163,성동구,23783.05085,0.59,14032
